dbType,assignType,tutor,cDNo,authorCode,articleUrl,title,quoteCount,publishTime,downloadCount,dbSource,fileName,allowDownload,author,range,articleStatus,tutorCode,year,content,keyWord,originate,zTCode,summary,magaAssignCode,period,deptCode,dbName,arcitleType,versionCode,articleAssignCode,publishPYName,publishCode
CMFD,,庞智强,CDMDTMP,000063203495,,基于~#@机器学习@#~的我国粮食产量预测研究,0,2024-06-03,335,硕士,1024457713.nh,True,肖文,,,38365808;,2024,,机器学习;;粮食产量预测;;Stacking集成模型;;交叉验证,中国优秀硕士学位论文全文数据库,I140;J149,"兰州财经大学
硕士
2024
基于~#@机器学习@#~的我国粮食产量预测研究
Research on Grain Production Prediction Based on Machine Learning
肖文
庞智强
应用统计（专业学位）
经济统计应用
在面对全球粮食市场的不确定性和挑战,粮食产量预测变得至关重要。粮食产量预测不仅可以帮助我们及时应对自然灾害、气候变化等因素...",,,1699013;,CMFDTEMP,论文,,,IIIM,10741
CMFD,,马瑾,CDMDTMP,000055938072,,基于可解释~#@机器学习@#~的中国表层土壤有机碳时空异质性研究,0,2024-06-03,169,硕士,1024485299.nh,True,孙怡,,,27974448;,2024,,机器学习;遥感反演;土壤有机碳;时空变化,中国优秀硕士学位论文全文数据库,A008;B027,"中国环境科学研究院
硕士
2024
基于可解释~#@机器学习@#~的中国表层土壤有机碳时空异质性研究
Spatiotemporal Heterogeneity of Surface Soil Organic Carbon in China Based on Interpretable Machine Learning
孙怡
马瑾
环境科学
土壤碳循环
土壤有机碳(Soil Org...",,,0858095;,CMFDTEMP,论文,,,AAAM,82405
CDFD,,高旺,CDMDTMP,000063671281,,贵金属基合金表面结构及吸附特性的~#@机器学习@#~研究,0,2024-06-01,290,博士,1024465452.nh,True,杨泽,,,23129205;,2024,,合金;表面稳定性;吸附特性;本征描述符,中国博士学位论文全文数据库,B022;I140,"吉林大学
材料科学与工程学院
博士
2024
TB34
贵金属基合金表面结构及吸附特性的~#@机器学习@#~研究
Machine Learning Study on Surface Structures and Adsorption Characteristics of Precious Metal Based Alloys
杨泽
高旺
材料学
计算材料学
赵占奎
由于合金...",,,1046463;,CDFDTEMP,论文,,,BBBD,10183
CDFD,,王珵,CDMDTMP,000003018442,,~#@机器学习@#~驱动的镁、铝合金熔体结构与动力学模拟研究及其对凝固行为的影响,0,2024-06-01,194,博士,1024465712.nh,True,尤江,,,31131231;,2024,,轻合金;金属熔体;短程有序结构;动力学,中国博士学位论文全文数据库,B022;I140,"吉林大学
材料科学与工程学院
博士
2024
TG146.2
~#@机器学习@#~驱动的镁、铝合金熔体结构与动力学模拟研究及其对凝固行为的影响
Machine Learning-driven Simulation Study of Structure and Dynamics in Magnesium and Aluminum Alloy Melts and Their Effects...",,,1046463;,CDFDTEMP,论文,,,BBBD,10183
CDFD,,高翔;郑成航;张霄,CDMDTMP,000054716598,,基于~#@机器学习@#~的多元金属氧化物基催化剂的高效开发与性能研究,0,2024-06-01,110,博士,1024558772.nh,True,董毅,,,09327157;10806892;31387300;,2024,,催化剂研发;机器学习;金属氧化物;甲醇合成,中国博士学位论文全文数据库,B016;I140,"浙江大学博士学位论文  1  绪论
1
1 绪论
1.1 研究背景
我国是全球最大的煤炭消费国。尽管近年来我国的能源消费结构在逐步优化，但
是以现有的技术及资源条件，以煤为主的能源消费模式在短期内仍难以改变[1]。如图
1.1 所示，2023 年我国能源消费总量达到 57.2 亿吨标准煤，其中煤炭消费占比达到
55.3%。能源领域是我国主要的二氧化碳（CO2）和大气污染物的排放来源，...",,,0157820;,CDFDTEMP,论文,,,BBBD,10335
CDFD,,李玉学,CDMDTMP,000007328410,,基于计算机视觉和~#@机器学习@#~的输电塔损伤识别方法研究,0,2024-06-01,48,博士,1024643948.nh,True,张楷,,,27329519;,2024,,输电塔;损伤识别;计算机视觉;位移采集,中国博士学位论文全文数据库,C042;I138;I140,"第一章   绪   论
-1-
第一章   绪   论
1.1  研究背景及意义
我国随着经济社会的快速发展，用电需求大幅度增加，与此同时电网建设
也大规模展开，输电线路长度不断增加。根据《中国电力行业可靠性年度发展
报告.  2021》中的统计数据，如图 1-1 所示，截止 2021 年，全国 220k V 电压等
级及以上输电线路总长度为 82.5 万千米，按照每千米线路的输电塔...",,,1694102;,CDFDTEMP,论文,,,CCCD,10107
CMFD,,朱红;周新,CDMDTMP,000048723203,,基于~#@机器学习@#~的地震灾害风险等级评估研究,0,2024-06-01,172,硕士,1024426865.nh,True,宋其淇,,,44674355;54564733;,2024,,地震灾害;风险等级评估;机器学习;堆叠模型,中国优秀硕士学位论文全文数据库,A011;A012;I140,"防灾科技学院
硕士
2024
P315
基于~#@机器学习@#~的地震灾害风险等级评估研究
Research on Earthquake Disaster Risk Assessment Based on Machine Learning
宋其淇
朱红；周新
资源与环境（专业学位）
地震动力学与地球探测技术
地震,这一具有极大破坏力的自然灾难,对人类生命与财产构成了严峻挑战。中...",,,0273488;,CMFDTEMP,论文,,,AAAM,11775
CMFD,,李培友,CDMDTMP,000063080878,,~#@机器学习@#~辅助非晶合金相组成及玻璃形成能力的研究,0,2024-06-01,62,硕士,1024423065.nh,True,王琳,,,35905820;,2024,,机器学习;非晶合金;相选择;非晶合金复合材料,中国优秀硕士学位论文全文数据库,B022;I140,"陕西理工大学
硕士
2024
TG146.2
~#@机器学习@#~辅助非晶合金相组成及玻璃形成能力的研究
Study on the Phase Composition and Glass-forming Ability of Amorphous Alloys Using Machine Learning Techniques
王琳
李培友
材料学
高强高韧材料开发与应用研究
近...",,,1699848;,CMFDTEMP,论文,,,BBBM,10720
CMFD,,唐波,CDMDTMP,000063269120,,~#@机器学习@#~估算光催化降解有机污染物反应速率常数的研究,0,2024-06-01,134,硕士,1024424112.nh,True,杨文杰,,,08385170;,2024,,机器学习;;光催化;;有机污染物;;反应速率常数,中国优秀硕士学位论文全文数据库,B014;B014;B027;I140,"山东师范大学
硕士
2024
TQ579
~#@机器学习@#~估算光催化降解有机污染物反应速率常数的研究
Study about Machine Learning for Estimating the Reaction Rate Constant of Photocatalytic Degradation of Organic Pollutants
杨文杰
唐波
化学工程与技术
...",,,0047921;,CMFDTEMP,论文,,,BBBM,10445
CMFD,,吴坚平;于浩然;陈青松,CDMDTMP,000055786184,,基于~#@机器学习@#~的氨酰-tRNA合成酶催化性能改造,0,2024-06-01,112,硕士,1024023105.nh,True,龙尚霖,,,09387136;53725189;10276802;,2024,,正交氨酰-tRNA合成酶;;机器学习;;酶工程;;非天然氨基酸,中国优秀硕士学位论文全文数据库,A006;B016;I140,"浙江大学
硕士
2024
Q819
基于~#@机器学习@#~的氨酰-tRNA合成酶催化性能改造
Machine-learning-guided Engineering of aminoacyl-tRNA Synthetase for Improved Catalytic Performance
龙尚霖
吴坚平；于浩然；陈青松
生物与医药（专业学位）
林建平
向蛋白质中引入非天然...",,,0157820;,CMFDTEMP,论文,,,AAAM,10335
CMFD,,高亮;李凯,CDMDTMP,000057847998,,基于~#@机器学习@#~的石墨烯/铜复合材料分子动力学研究,0,2024-06-01,171,硕士,1024484827.nh,True,毛彦东,,,34968292;23416033;,2024,,铜基复合材料;石墨烯;分子动力学;机器学习,中国优秀硕士学位论文全文数据库,B020,"长春工业大学
硕士
2024
TB333
基于~#@机器学习@#~的石墨烯/铜复合材料分子动力学研究
Molecular Dynamics Study of Graphene/Copper Composites Based on Machine Learning
毛彦东
高亮；李凯
工程硕士（专业学位）
石墨烯作为增强相可以显著提高铜基复合材料的强度、耐磨性和耐腐蚀性,在航空航天...",,,0014415;,CMFDTEMP,论文,,,BBBM,10190
CMFD,,郭增伟,CDMDTMP,000054872526,,~#@机器学习@#~辅助的锈蚀PC梁抗剪承载力预测方法,0,2024-06-01,52,硕士,1024510730.nh,True,孟令涛,,,29081634;,2024,,机器学习;;遗传编程;;锈蚀PC空心板梁;;抗剪承载力,中国优秀硕士学位论文全文数据库,C034,"重庆交通大学
硕士
2024
U441.5
~#@机器学习@#~辅助的锈蚀PC梁抗剪承载力预测方法
Machine Learning-assisted Prediction Method for Shear Capacity of Corroded PC Beams
孟令涛
郭增伟
桥梁与隧道工程
钢筋混凝土(RC)和预应力钢筋混凝土(PC)结构的抗剪能力是保障结构安全的关键因素...",,,0157274;,CMFDTEMP,论文,,,CCCM,10618
CMFD,,何小兵;彭毅,CDMDTMP,000059701072,,基于复合参数~#@机器学习@#~模型的路面抗滑性能研究,0,2024-06-01,36,硕士,1024510786.nh,True,张政奇,,,17433202;24154480;,2024,,路面抗滑;路面纹理;机器学习;图像降维,中国优秀硕士学位论文全文数据库,C034;I140,"重庆交通大学
硕士
2024
U416.2
基于复合参数~#@机器学习@#~模型的路面抗滑性能研究
Study on Road Surface Anti Slip Performance Based on Composite Parameter Machine Learning Model
张政奇
何小兵；彭毅
交通运输工程
路面抗滑性能直接影响着道路交通安全,良好的路面抗滑性能...",,,0157274;,CMFDTEMP,论文,,,CCCM,10618
CMFD,,孙玉红,CDMDTMP,000058803126,,基于同态加密的~#@机器学习@#~隐私保护算法研究,0,2024-06-01,90,硕士,1024039541.nh,True,张文丹,,,08837064;,2024,,机器学习;;部分同态加密;;隐私保护;;格式检查,中国优秀硕士学位论文全文数据库,I138;I140,"曲阜师范大学
计算机学院
硕士
2024
基于同态加密的~#@机器学习@#~隐私保护算法研究
张文丹
孙玉红
电子信息（专业学位）
近年来,~#@机器学习@#~与云计算的迅猛发展使得在云服务平台上执行大规模~#@机器学习@#~任务成为一种可行的解决方案。因为~#@机器学习@#~需要大量的数据信息进行训练,而云服务器提供了强大的计算服务能力,越来越多的用户开始选择使用基于云平台的~#...",,,0268351;,CMFDTEMP,论文,,,IIIM,10446
CMFD,,叶四桥,CDMDTMP,000063646361,,基于因子分析以及集成~#@机器学习@#~的岩质边坡稳定性预测模型,1,2024-06-01,91,硕士,1024511216.nh,True,简典,,,10670599;,2024,,机器学习;;集成模型;;边坡稳定性;;岩质边坡,中国优秀硕士学位论文全文数据库,C034;I140,"重庆交通大学
硕士
2024
U416
基于因子分析以及集成~#@机器学习@#~的岩质边坡稳定性预测模型
Prediction Model of Rock Slope Stability Based on Factor Analysis and Integrated Machine Learning
简典
叶四桥
市政工程（含给排水等）（专业学位）
截止2022年底,我国公路总里...",,,0157274;,CMFDTEMP,论文,,,CCCM,10618
CMFD,,刘超,CDMDTMP,000049885630,,~#@机器学习@#~驱动的盾构隧道施工地表沉降预测和控制研究,0,2024-06-01,64,硕士,1024520945.nh,True,王泽盼,,,23763710;,2024,,盾构隧道;机器学习;模型解释;沉降预测,中国优秀硕士学位论文全文数据库,A011;A011;C028;C034;I140,"广州大学
硕士
2024
~#@机器学习@#~驱动的盾构隧道施工地表沉降预测和控制研究
Research on Surface Settlement Prediction and Control in Shield Tunnel Construction Driven by Machine Learning
王泽盼
刘超
土木工程（专业学位）
隧道智能建造
盾构施工引起的地表沉降...",,,0138954;,CMFDTEMP,论文,,,AAAM,11078
CMFD,,王子仪,CDMDTMP,000047965680,,基于~#@机器学习@#~的混凝土损伤声发射定位研究,0,2024-06-01,82,硕士,1024511864.nh,True,邓嘉欣,,,40359632;,2024,,混凝土结构无损检测;声发射;损伤定位;机器学习,中国优秀硕士学位论文全文数据库,C038;I140,"重庆交通大学
硕士
2024
TU528
基于~#@机器学习@#~的混凝土损伤声发射定位研究
Research on Acoustic Emission Localization of Concrete Damage Based on Machine Learning
邓嘉欣
王子仪
材料与化工（专业学位）
声发射技术可对混凝土内部损伤进行实时监测与定位,并判断其破坏类型与损伤程...",,,0157274;,CMFDTEMP,论文,,,CCCM,10618
CMFD,,蔡林君,CDMDTMP,000064028971,,SERS结合~#@机器学习@#~筛查肺炎支原体感染的研究,0,2024-06-01,60,硕士,1024467197.nh,True,程巧梅,,,23141440;,2024,,表面增强拉曼光谱;;化学指纹图谱;;机器学习算法;;肺炎支原体,中国优秀硕士学位论文全文数据库,E061;E063;I140,"吉林大学
生命科学学院
硕士
2024
R392.11
SERS结合~#@机器学习@#~筛查肺炎支原体感染的研究
SERS Combined with Machine Learning for Screening of Mycoplasma Pneumoniae Infection
程巧梅
蔡林君
生物学
生物检测技术
肺炎支原体(Mycoplasma pneumoniae,...",,,1046463;,CMFDTEMP,论文,,,EEEM,10183
CMFD,,关辉国,CDMDTMP,000064412111,,制造业数字化转型驱动因素研究,0,2024-05-30,138,硕士,1024458211.nh,True,贾映彬,,,38530850;,2024,,企业数字化转型;;机器学习;;制造业;;上市公司,中国优秀硕士学位论文全文数据库,J150;J155,"兰州财经大学
硕士
2024
制造业数字化转型驱动因素研究
Research on Drivers of Digital Transformation in Manufacturing Enterprises
基于~#@机器学习@#~的证据
Evidence Based on Machine Learning
贾映彬
关辉国
工商管理 企业管理
公司治理
在数字化时代,制造业...",,,1699013;,CMFDTEMP,论文,,,JJJM,10741
CMFD,,何为凯;刘阳;陈纪旸,CDMDTMP,000064552460,,基于分子动力学模拟和~#@机器学习@#~的配体—靶标相互作用网络研究,0,2024-05-30,47,硕士,1024478125.nh,True,王逸雯,,,42504595;40433197;61722841;,2024,,机器学习;;分子动力学模拟;;主成分分析;;分子力学-广义波恩表面积,中国优秀硕士学位论文全文数据库,B016;I140,"山东交通学院
硕士
2024
TP399
基于分子动力学模拟和~#@机器学习@#~的配体—靶标相互作用网络研究
Ligand-target Interaction Network Research Based on Molecular Dynamics Simulations and Machine Learning
王逸雯
何为凯；刘阳；陈纪旸
机械（专业学位）
药物发现阶段本...",,,0041286;,CMFDTEMP,论文,,,BBBM,11510
CMFD,,阳庆元,CDMDTMP,000063850608,,MOF分离材料的高通量筛选与~#@机器学习@#~研究,0,2024-05-30,90,硕士,1024440356.nh,True,李文轩,,,11405731;,2024,,金属-有机骨架材料;气体分离;机器学习;分子模拟,中国优秀硕士学位论文全文数据库,B016;B020;C028;I140,"北京化工大学
硕士
2024
TQ013
MOF分离材料的高通量筛选与~#@机器学习@#~研究
High-throughput Screening and Machine Learning Research for MOF Separation Materials
李文轩
阳庆元
北京化工大学
化学工程与技术
~#@机器学习@#~
陈晓春
传统的热驱动技术在工业化学分离中需...",,,0211331;,CMFDTEMP,论文,,,BBBM,10010
CMFD,,刘大欢,CDMDTMP,000059979524,,~#@机器学习@#~辅助的温室气体分离材料筛选与设计,0,2024-05-30,40,硕士,1024440350.nh,True,文一如,,,21316316;,2024,,金属有机骨架材料;;机器学习;;分子模拟;;气体分离,中国优秀硕士学位论文全文数据库,B020;I140,"北京化工大学
硕士
2024
TQ013
~#@机器学习@#~辅助的温室气体分离材料筛选与设计
Machine Learning Assisted Screening and Design of Greenhouse Gas Separation Materials
文一如
刘大欢
北京化工大学
化学工程与技术
计算化学
陈晓春
温室气体的持续排放将进一步加剧全球变暖的危机...",,,0211331;,CMFDTEMP,论文,,,BBBM,10010
CMFD,,代建军,CDMDTMP,000050440252,,双流化床生物炭特性分析和VOCs吸附~#@机器学习@#~模型预测,0,2024-05-30,32,硕士,1024440379.nh,True,陈远祥,,,35703150;,2024,,双流化床;;生物炭;;挥发性有机物;;机器学习,中国优秀硕士学位论文全文数据库,B016;B027;I140,"北京化工大学
硕士
2024
X511
双流化床生物炭特性分析和VOCs吸附~#@机器学习@#~模型预测
Characterzation of Dual Fluidized Bed Biochar and Prediction of VOCs Adsorption Via Machine Learning Model
陈远祥
代建军
北京化工大学
化学工程与技术
固废处理及资源...",,,0211331;,CMFDTEMP,论文,,,BBBM,10010
CMFD,,高旭亮,CDMDTMP,000063660382,,基于~#@机器学习@#~的多级评分认知诊断个人拟合方法研究,0,2024-05-29,37,硕士,1024513937.nh,True,李宁,,,42889803;,2024,,机器学习;;认知诊断;;个人拟合统计量;;异常反应模式,中国优秀硕士学位论文全文数据库,F102,"贵州师范大学
硕士
2024
基于~#@机器学习@#~的多级评分认知诊断个人拟合方法研究
Person-fit for Cognitive Diagnostic Tests with Polytomous Items Based on Machine Learning
李宁
高旭亮
应用心理（专业学位）
心理统计与测量
认知诊断评估(Cognitive Diagnostic As...",,,0186961;,CMFDTEMP,论文,,,FFFM,10663
CMFD,,赵志杰,CDMDTMP,000063813189,,基于~#@机器学习@#~的视频点播平台客户细分与保留策略研究,0,2024-05-27,45,硕士,1024051654.nh,True,赵全盛,,,07015122;,2024,,视频点播平台;;RFM模型;;客户保留;;机器学习,中国优秀硕士学位论文全文数据库,H127;I138;I138;J157,"哈尔滨商业大学
硕士
2024
基于~#@机器学习@#~的视频点播平台客户细分与保留策略研究
Research on Customer Segmentation and Retention Strategy of VOD Platform Based on Machine Learning
赵全盛
赵志杰
哈尔滨商业大学
电子商务
先进的无线技术和智能移动设备使用户几乎可以从任何...",,,0083905;,CMFDTEMP,论文,,,HHHM,10240
CDFD,,朱书尚,CDMDTMP,000053016509,,基于~#@机器学习@#~的加密货币收益、风险溢出效应与投资组合研究,0,2024-05-26,548,博士,1024425626.nh,True,李星毅,,,32032042;,2024,,加密货币;收益率预测;波动率溢出效应;机器学习,中国博士学位论文全文数据库,I140;J155;J159,"中山大学
博士
2024
基于~#@机器学习@#~的加密货币收益、风险溢出效应与投资组合研究
Research on Cryptocurrency's Returns,Risk Spillover Effects,and Portfolios Based on Machine Learning
李星毅
朱书尚
金融学
作为数字资产的关键组成部分,加密货币为传统金融系统带来变革的同时...",,,0140250;,CDFDTEMP,论文,,,IIID,10558
CJFD,,,SCTC2406S1,000047424831;000060133825;000040689658,,可解释~#@机器学习@#~在电网调控领域中的应用,0,2024-05-25,301,期刊,DXXH202405001,True,庞传军;王珅;余建明;,,,,2024,,人工智能;机器学习;电网调度运行;可解释机器学习,电力信息与通信技术,C042;I140;,"0 引言
随着以新能源为主体的新型电力系统建设，电力系统的电源构成、网架结构、负荷特性比以往发生了重大变化，具有更强的不确定性、复杂性和非线性[1]。电力系统中很多问题难以建立精确的数学模型或者难以单纯用数学模型描述[2]。因此，近年来，以~#@机器学习@#~、深度~#@学习@#~等数据驱动方法为代表的新一代人工智能技术在电网调控领域得到广泛应用，取得了显著的成果。
[1]
[2]
目前，...",,05,0117596;0060625;1002534;,CJFDLAST2024,期刊,,,DXXH,
CJFD,,,MEDI2406S1,000048541661;000043071199;000024696461,,~#@机器学习@#~在心血管疾病中应用的研究进展,0,2024-05-25,503,期刊,ZYYY202410015,True,郑琰莉;苏文星;宋元涛;,,,,2024,,心血管疾病;;机器学习;;临床应用;;综述,中西医结合心脑血管病杂志,E062;I140;,随着人口老龄化进程加快，受居民不良生活方式的影响，心血管疾病发病率逐年增高。据统计，2020年，我国罹患心血管病人数约为3.3亿例，且农村地区心血管病死亡率高于城市[1]。临床对心血管疾病的诊断主要依赖医师对病人临床症状、既往病史及辅助检查的综合分析。医师的经验水平对诊疗效率带来一定的影响，且心血管疾病的诊断过程烦琐且价格昂贵[1]。~#@机器学习@#~因具有强大的分析与处理能力，在心血管疾病临床...,,10,1731820;1698842;,CJFDLAST2024,期刊,,,ZYYY,
CDFD,,朱书尚,CDMDTMP,000053016509,,基于~#@机器学习@#~的加密货币收益、风险溢出效应与投资组合研究,0,2024-05-26,548,博士,1024425626.nh,True,李星毅,,,32032042;,2024,,加密货币;收益率预测;波动率溢出效应;机器学习,中国博士学位论文全文数据库,I140;J155;J159,"中山大学
博士
2024
基于~#@机器学习@#~的加密货币收益、风险溢出效应与投资组合研究
Research on Cryptocurrency's Returns,Risk Spillover Effects,and Portfolios Based on Machine Learning
李星毅
朱书尚
金融学
作为数字资产的关键组成部分,加密货币为传统金融系统带来变革的同时...",,,0140250;,CDFDTEMP,论文,,,IIID,10558
CJFD,,,SCTC2406S1,000047424831;000060133825;000040689658,,可解释~#@机器学习@#~在电网调控领域中的应用,0,2024-05-25,301,期刊,DXXH202405001,True,庞传军;王珅;余建明;,,,,2024,,人工智能;机器学习;电网调度运行;可解释机器学习,电力信息与通信技术,C042;I140;,"0 引言
随着以新能源为主体的新型电力系统建设，电力系统的电源构成、网架结构、负荷特性比以往发生了重大变化，具有更强的不确定性、复杂性和非线性[1]。电力系统中很多问题难以建立精确的数学模型或者难以单纯用数学模型描述[2]。因此，近年来，以~#@机器学习@#~、深度~#@学习@#~等数据驱动方法为代表的新一代人工智能技术在电网调控领域得到广泛应用，取得了显著的成果。
[1]
[2]
目前，...",,05,0117596;0060625;1002534;,CJFDLAST2024,期刊,,,DXXH,
CJFD,,,MEDI2406S1,000048541661;000043071199;000024696461,,~#@机器学习@#~在心血管疾病中应用的研究进展,0,2024-05-25,503,期刊,ZYYY202410015,True,郑琰莉;苏文星;宋元涛;,,,,2024,,心血管疾病;;机器学习;;临床应用;;综述,中西医结合心脑血管病杂志,E062;I140;,随着人口老龄化进程加快，受居民不良生活方式的影响，心血管疾病发病率逐年增高。据统计，2020年，我国罹患心血管病人数约为3.3亿例，且农村地区心血管病死亡率高于城市[1]。临床对心血管疾病的诊断主要依赖医师对病人临床症状、既往病史及辅助检查的综合分析。医师的经验水平对诊疗效率带来一定的影响，且心血管疾病的诊断过程烦琐且价格昂贵[1]。~#@机器学习@#~因具有强大的分析与处理能力，在心血管疾病临床...,,10,1731820;1698842;,CJFDLAST2024,期刊,,,ZYYY,
CJFD,,,SOCI2407,000038325956;000045449880,,面向研究生的~#@机器学习@#~类课程实践改革研究,0,2024-05-25,101,期刊,KJDS202415020,True,敬超;郑荣华;,,,,2024,,机器学习;;人工智能;;研究生;;课程及专业建设,科教导刊,H131;I140;,"1人工智能课程的重要性
近年来，新一代信息技术如云计算、物联网技术、人机交互和移动互联网等相继涌现。大数据已深入人类生活的方方面面，因而产生了大量的数据信息，面对海量的数据信息，研究大数据最大的意义在于在对数据的分析和挖掘中，发现新的知识并创造新的价值，提升新能力，进而改善新的产品。数据的价值在于将信息转化为知识。如果不能深度加工数据，即使数据量再庞大，其所能呈现的价值依然是小的。因此，如何有效...",,15,1549785;0019441;,CJFDLAST2024,期刊,,,KJDS,
CJFD,,,SCTC2408SS,000062927959,,基于~#@机器学习@#~的汽车故障诊断技术研究,0,2024-05-25,14,期刊,QCZS202405034,True,蔡亮;,,,,2024,,机器学习;汽车故障诊断;数据驱动;智能化,汽车知识,C035;,"引言
随着汽车技术的不断进步，车辆的结构和控制系统变得越来越复杂，故障诊断的难度也相应增大。传统的故障诊断方法往往依赖于经验和技术人员的直觉，效率低下且出错率高。因此，研究基于~#@机器学习@#~的汽车故障诊断技术具有十分重要的现实意义和应用价值。
1 ~#@机器学习@#~技术与故障诊断技术
1.1 ~#@机器学习@#~技术概述
~#@机器学习@#~作为人工智能的一个重要分支，其目标在于让...",,05,1515069;,CJFDLASN2024,期刊,,,QCZS,
